channel_width,forward,backward,count,total_spawned,propensity
16,2.0,3.0,78,5.0,9.12641247705921e-06
16,4.0,4.0,59,8.0,6.90331200187812e-06
16,3.0,4.0,44,7.0,5.1482326793667345e-06
16,4.0,3.0,42,7.0,4.914222103031883e-06
16,4.0,5.0,41,9.0,4.797216814864457e-06
16,1.0,0.0,40,1.0,4.680211526697031e-06
16,2.0,4.0,36,6.0,4.212190374027329e-06
16,5.0,5.0,33,10.0,3.8611745095250505e-06
16,5.0,4.0,32,9.0,3.744169221357625e-06
16,2.0,1.0,31,3.0,3.6271639331901997e-06
16,3.0,2.0,27,5.0,3.1591427805204964e-06
16,3.0,5.0,26,8.0,3.04213749235307e-06
16,4.0,6.0,26,10.0,3.04213749235307e-06
16,1.0,3.0,22,4.0,2.5741163396833673e-06
16,6.0,6.0,20,12.0,2.3401057633485156e-06
16,5.0,6.0,20,11.0,2.3401057633485156e-06
16,6.0,5.0,16,11.0,1.8720846106788125e-06
16,2.0,0.0,15,2.0,1.7550793225113867e-06
16,3.0,6.0,15,9.0,1.7550793225113867e-06
16,6.0,7.0,15,13.0,1.7550793225113867e-06
16,4.0,2.0,14,6.0,1.6380740343439609e-06
16,6.0,8.0,14,14.0,1.6380740343439609e-06
16,3.0,0.0,13,3.0,1.521068746176535e-06
16,2.0,5.0,12,7.0,1.4040634580091095e-06
16,5.0,7.0,11,12.0,1.2870581698416836e-06
16,7.0,6.0,11,13.0,1.2870581698416836e-06
16,8.0,6.0,10,14.0,1.1700528816742578e-06
16,1.0,4.0,10,5.0,1.1700528816742578e-06
16,3.0,1.0,9,4.0,1.0530475935068322e-06
16,7.0,8.0,9,15.0,1.0530475935068322e-06
16,7.0,7.0,9,14.0,1.0530475935068322e-06
16,5.0,3.0,9,8.0,1.0530475935068322e-06
16,7.0,5.0,8,12.0,9.360423053394063e-07
16,6.0,4.0,8,10.0,9.360423053394063e-07
16,5.0,2.0,6,7.0,7.020317290045547e-07
16,5.0,8.0,6,13.0,7.020317290045547e-07
16,5.0,9.0,6,14.0,7.020317290045547e-07
16,4.5,4.5,6,9.0,7.020317290045547e-07
16,6.0,2.0,6,8.0,7.020317290045547e-07
16,8.0,7.0,6,15.0,7.020317290045547e-07
16,0.0,2.0,6,2.0,7.020317290045547e-07
16,2.0,6.0,6,8.0,7.020317290045547e-07
16,1.5,1.5,6,3.0,7.020317290045547e-07
16,9.0,8.0,6,17.0,7.020317290045547e-07
16,3.5,3.5,5,7.0,5.850264408371289e-07
16,6.0,1.0,5,7.0,5.850264408371289e-07
16,-1.0,3.0,5,2.0,5.850264408371289e-07
16,10.0,10.0,5,20.0,5.850264408371289e-07
16,9.0,9.0,5,18.0,5.850264408371289e-07
16,8.0,8.0,5,16.0,5.850264408371289e-07
16,6.0,3.0,5,9.0,5.850264408371289e-07
16,6.0,9.0,5,15.0,5.850264408371289e-07
16,-1.0,2.0,5,1.0,5.850264408371289e-07
16,6.0,12.0,4,18.0,4.6802115266970313e-07
16,8.0,10.0,4,18.0,4.6802115266970313e-07
16,7.0,4.0,4,11.0,4.6802115266970313e-07
16,4.0,7.0,4,11.0,4.6802115266970313e-07
16,8.0,5.0,4,13.0,4.6802115266970313e-07
16,3.0,7.0,4,10.0,4.6802115266970313e-07
16,1.0,5.0,4,6.0,4.6802115266970313e-07
16,7.0,9.0,3,16.0,3.5101586450227736e-07
16,8.0,9.0,3,17.0,3.5101586450227736e-07
16,9.0,6.0,3,15.0,3.5101586450227736e-07
16,10.0,8.0,3,18.0,3.5101586450227736e-07
16,10.0,9.0,3,19.0,3.5101586450227736e-07
16,7.0,13.0,3,20.0,3.5101586450227736e-07
16,12.0,11.0,3,23.0,3.5101586450227736e-07
16,-1.0,1.0,3,0.0,3.5101586450227736e-07
16,4.0,9.0,3,13.0,3.5101586450227736e-07
16,5.0,0.0,3,5.0,3.5101586450227736e-07
16,4.0,11.0,3,15.0,3.5101586450227736e-07
16,0.0,3.0,3,3.0,3.5101586450227736e-07
16,4.0,0.0,3,4.0,3.5101586450227736e-07
16,4.0,1.0,3,5.0,3.5101586450227736e-07
16,4.0,8.0,3,12.0,3.5101586450227736e-07
16,5.5,5.5,2,11.0,2.3401057633485157e-07
16,9.0,3.0,2,12.0,2.3401057633485157e-07
16,0.0,6.0,2,6.0,2.3401057633485157e-07
16,0.0,5.0,2,5.0,2.3401057633485157e-07
16,0.0,4.0,2,4.0,2.3401057633485157e-07
16,9.0,12.0,2,21.0,2.3401057633485157e-07
16,9.0,10.0,2,19.0,2.3401057633485157e-07
16,8.0,11.0,2,19.0,2.3401057633485157e-07
16,10.0,5.0,2,15.0,2.3401057633485157e-07
16,10.0,7.0,2,17.0,2.3401057633485157e-07
16,-1.0,5.0,2,4.0,2.3401057633485157e-07
16,11.0,8.0,2,19.0,2.3401057633485157e-07
16,12.0,13.0,2,25.0,2.3401057633485157e-07
16,8.0,12.0,2,20.0,2.3401057633485157e-07
16,9.0,5.0,2,14.0,2.3401057633485157e-07
16,17.0,9.0,2,26.0,2.3401057633485157e-07
16,7.0,10.0,2,17.0,2.3401057633485157e-07
16,5.0,10.0,2,15.0,2.3401057633485157e-07
16,4.0,10.0,2,14.0,2.3401057633485157e-07
16,2.5,2.5,2,5.0,2.3401057633485157e-07
16,7.0,12.0,2,19.0,2.3401057633485157e-07
16,7.0,3.0,2,10.0,2.3401057633485157e-07
16,11.0,9.0,1,20.0,1.1700528816742578e-07
16,11.0,10.0,1,21.0,1.1700528816742578e-07
16,11.0,11.0,1,22.0,1.1700528816742578e-07
16,12.0,8.0,1,20.0,1.1700528816742578e-07
16,12.0,9.0,1,21.0,1.1700528816742578e-07
16,-1.0,4.0,1,3.0,1.1700528816742578e-07
16,12.0,12.0,1,24.0,1.1700528816742578e-07
16,12.0,17.0,1,29.0,1.1700528816742578e-07
16,5.0,11.0,1,16.0,1.1700528816742578e-07
16,11.0,6.0,1,17.0,1.1700528816742578e-07
16,13.0,8.0,1,21.0,1.1700528816742578e-07
16,13.0,10.0,1,23.0,1.1700528816742578e-07
16,13.0,12.0,1,25.0,1.1700528816742578e-07
16,14.0,9.0,1,23.0,1.1700528816742578e-07
16,14.0,11.0,1,25.0,1.1700528816742578e-07
16,14.0,12.0,1,26.0,1.1700528816742578e-07
16,15.0,10.0,1,25.0,1.1700528816742578e-07
16,16.0,12.0,1,28.0,1.1700528816742578e-07
16,16.0,15.0,1,31.0,1.1700528816742578e-07
16,11.0,7.0,1,18.0,1.1700528816742578e-07
16,8.0,2.0,1,10.0,1.1700528816742578e-07
16,10.0,11.0,1,21.0,1.1700528816742578e-07
16,6.0,10.0,1,16.0,1.1700528816742578e-07
16,2.0,9.0,1,11.0,1.1700528816742578e-07
16,2.0,7.0,1,9.0,1.1700528816742578e-07
16,1.0,8.0,1,9.0,1.1700528816742578e-07
16,1.0,7.0,1,8.0,1.1700528816742578e-07
16,0.5,0.5,1,1.0,1.1700528816742578e-07
16,0.0,8.0,1,8.0,1.1700528816742578e-07
16,8.0,13.0,1,21.0,1.1700528816742578e-07
16,9.0,2.0,1,11.0,1.1700528816742578e-07
16,7.0,11.0,1,18.0,1.1700528816742578e-07
16,9.0,4.0,1,13.0,1.1700528816742578e-07
16,5.0,12.0,1,17.0,1.1700528816742578e-07
16,9.0,7.0,1,16.0,1.1700528816742578e-07
16,3.0,8.0,1,11.0,1.1700528816742578e-07
16,3.0,9.0,1,12.0,1.1700528816742578e-07
16,7.0,2.0,1,9.0,1.1700528816742578e-07
16,9.0,13.0,1,22.0,1.1700528816742578e-07
16,6.0,14.0,1,20.0,1.1700528816742578e-07
16,6.0,13.0,1,19.0,1.1700528816742578e-07
16,8.0,4.0,1,12.0,1.1700528816742578e-07
16,-1.0,6.0,1,5.0,1.1700528816742578e-07
18,1.0,1.0,924,2.0,0.00010844056691319487
18,0.0,1.0,257,1.0,3.0161499671743592e-05
18,2.0,2.0,178,4.0,2.0890065920507234e-05
18,1.0,2.0,128,3.0,1.5022069875420933e-05
18,3.0,3.0,115,6.0,1.3496390903698494e-05
18,2.0,3.0,70,5.0,8.215194463120821e-06
18,3.0,4.0,58,7.0,6.806875412300111e-06
18,1.0,0.0,54,1.0,6.337435728693206e-06
18,4.0,4.0,47,8.0,5.515916282381124e-06
18,4.0,5.0,43,9.0,5.046476598774219e-06
18,3.0,2.0,41,5.0,4.811756756970767e-06
18,4.0,3.0,40,7.0,4.694396836069042e-06
18,5.0,5.0,39,10.0,4.577036915167315e-06
18,2.0,1.0,34,3.0,3.990237310658685e-06
18,2.0,4.0,32,6.0,3.755517468855233e-06
18,5.0,6.0,28,11.0,3.286077785248329e-06
18,6.0,6.0,24,12.0,2.816638101641425e-06
18,6.0,5.0,23,11.0,2.699278180739699e-06
18,1.0,3.0,23,4.0,2.699278180739699e-06
18,5.0,4.0,23,9.0,2.699278180739699e-06
18,7.0,7.0,22,14.0,2.5819182598379727e-06
18,6.0,7.0,20,13.0,2.347198418034521e-06
18,3.0,6.0,19,9.0,2.229838497132795e-06
18,3.0,5.0,18,8.0,2.1124785762310688e-06
18,2.0,0.0,17,2.0,1.9951186553293427e-06
18,5.0,3.0,17,8.0,1.9951186553293427e-06
18,4.0,6.0,16,10.0,1.8777587344276166e-06
18,5.0,7.0,14,12.0,1.6430388926241644e-06
18,6.0,4.0,13,10.0,1.5256789717224383e-06
18,0.0,2.0,12,2.0,1.4083190508207125e-06
18,8.0,6.0,11,14.0,1.2909591299189864e-06
18,8.0,8.0,11,16.0,1.2909591299189864e-06
18,1.5,1.5,11,3.0,1.2909591299189864e-06
18,4.0,2.0,10,6.0,1.1735992090172605e-06
18,3.0,0.0,10,3.0,1.1735992090172605e-06
18,7.0,5.0,10,12.0,1.1735992090172605e-06
18,6.0,8.0,9,14.0,1.0562392881155344e-06
18,7.0,6.0,9,13.0,1.0562392881155344e-06
18,4.0,7.0,9,11.0,1.0562392881155344e-06
18,2.0,6.0,9,8.0,1.0562392881155344e-06
18,8.0,5.0,8,13.0,9.388793672138083e-07
18,7.0,9.0,8,16.0,9.388793672138083e-07
18,7.0,8.0,8,15.0,9.388793672138083e-07
18,9.0,7.0,8,16.0,9.388793672138083e-07
18,1.0,4.0,8,5.0,9.388793672138083e-07
18,-1.0,2.0,7,1.0,8.215194463120822e-07
18,9.0,8.0,7,17.0,8.215194463120822e-07
18,3.0,1.0,7,4.0,8.215194463120822e-07
18,6.0,9.0,6,15.0,7.041595254103562e-07
18,2.5,2.5,6,5.0,7.041595254103562e-07
18,6.0,3.0,6,9.0,7.041595254103562e-07
18,5.0,8.0,6,13.0,7.041595254103562e-07
18,4.0,1.0,6,5.0,7.041595254103562e-07
18,3.0,7.0,6,10.0,7.041595254103562e-07
18,2.0,5.0,6,7.0,7.041595254103562e-07
18,8.0,7.0,6,15.0,7.041595254103562e-07
18,7.0,3.0,5,10.0,5.867996045086302e-07
18,0.0,3.0,5,3.0,5.867996045086302e-07
18,5.0,10.0,5,15.0,5.867996045086302e-07
18,0.0,4.0,4,4.0,4.6943968360690415e-07
18,6.0,2.0,4,8.0,4.6943968360690415e-07
18,5.0,9.0,4,14.0,4.6943968360690415e-07
18,5.0,0.0,4,5.0,4.6943968360690415e-07
18,9.0,9.0,4,18.0,4.6943968360690415e-07
18,1.0,5.0,4,6.0,4.6943968360690415e-07
18,4.0,0.0,4,4.0,4.6943968360690415e-07
18,3.0,8.0,4,11.0,4.6943968360690415e-07
18,11.0,13.0,4,24.0,4.6943968360690415e-07
18,0.5,0.5,3,1.0,3.520797627051781e-07
18,9.0,6.0,3,15.0,3.520797627051781e-07
18,9.0,5.0,3,14.0,3.520797627051781e-07
18,3.0,9.0,3,12.0,3.520797627051781e-07
18,7.0,10.0,3,17.0,3.520797627051781e-07
18,0.0,6.0,3,6.0,3.520797627051781e-07
18,5.0,11.0,3,16.0,3.520797627051781e-07
18,5.0,1.0,3,6.0,3.520797627051781e-07
18,5.0,2.0,3,7.0,3.520797627051781e-07
18,7.0,2.0,3,9.0,3.520797627051781e-07
18,7.0,4.0,2,11.0,2.3471984180345208e-07
18,10.0,12.0,2,22.0,2.3471984180345208e-07
18,8.0,3.0,2,11.0,2.3471984180345208e-07
18,7.0,11.0,2,18.0,2.3471984180345208e-07
18,-1.0,3.0,2,2.0,2.3471984180345208e-07
18,12.0,7.0,2,19.0,2.3471984180345208e-07
18,2.0,8.0,2,10.0,2.3471984180345208e-07
18,10.0,9.0,2,19.0,2.3471984180345208e-07
18,8.0,9.0,2,17.0,2.3471984180345208e-07
18,14.0,8.0,2,22.0,2.3471984180345208e-07
18,6.0,11.0,2,17.0,2.3471984180345208e-07
18,1.0,6.0,2,7.0,2.3471984180345208e-07
18,4.0,8.0,2,12.0,2.3471984180345208e-07
18,9.0,11.0,2,20.0,2.3471984180345208e-07
18,4.0,10.0,2,14.0,2.3471984180345208e-07
18,4.5,4.5,2,9.0,2.3471984180345208e-07
18,10.0,6.0,2,16.0,2.3471984180345208e-07
18,5.5,5.5,2,11.0,2.3471984180345208e-07
18,9.0,10.0,2,19.0,2.3471984180345208e-07
18,12.0,11.0,2,23.0,2.3471984180345208e-07
18,10.0,10.0,1,20.0,1.1735992090172604e-07
18,10.0,8.0,1,18.0,1.1735992090172604e-07
18,10.0,11.0,1,21.0,1.1735992090172604e-07
18,10.0,13.0,1,23.0,1.1735992090172604e-07
18,-1.0,1.0,1,0.0,1.1735992090172604e-07
18,10.0,17.0,1,27.0,1.1735992090172604e-07
18,11.0,2.0,1,13.0,1.1735992090172604e-07
18,11.0,6.0,1,17.0,1.1735992090172604e-07
18,11.0,8.0,1,19.0,1.1735992090172604e-07
18,11.0,10.0,1,21.0,1.1735992090172604e-07
18,11.0,11.0,1,22.0,1.1735992090172604e-07
18,11.0,12.0,1,23.0,1.1735992090172604e-07
18,12.0,18.0,1,30.0,1.1735992090172604e-07
18,13.0,6.0,1,19.0,1.1735992090172604e-07
18,13.0,13.0,1,26.0,1.1735992090172604e-07
18,14.0,16.0,1,30.0,1.1735992090172604e-07
18,15.0,9.0,1,24.0,1.1735992090172604e-07
18,15.0,13.0,1,28.0,1.1735992090172604e-07
18,10.0,7.0,1,17.0,1.1735992090172604e-07
18,6.0,1.0,1,7.0,1.1735992090172604e-07
18,10.0,5.0,1,15.0,1.1735992090172604e-07
18,4.0,11.0,1,15.0,1.1735992090172604e-07
18,-1.0,5.0,1,4.0,1.1735992090172604e-07
18,-1.0,6.0,1,5.0,1.1735992090172604e-07
18,0.0,8.0,1,8.0,1.1735992090172604e-07
18,0.0,12.0,1,12.0,1.1735992090172604e-07
18,1.0,7.0,1,8.0,1.1735992090172604e-07
18,1.0,9.0,1,10.0,1.1735992090172604e-07
18,2.0,7.0,1,9.0,1.1735992090172604e-07
18,2.0,9.0,1,11.0,1.1735992090172604e-07
18,3.0,11.0,1,14.0,1.1735992090172604e-07
18,4.0,9.0,1,13.0,1.1735992090172604e-07
18,6.0,12.0,1,18.0,1.1735992090172604e-07
18,9.0,12.0,1,21.0,1.1735992090172604e-07
18,6.0,14.0,1,20.0,1.1735992090172604e-07
18,7.0,0.0,1,7.0,1.1735992090172604e-07
18,7.0,13.0,1,20.0,1.1735992090172604e-07
18,8.0,1.0,1,9.0,1.1735992090172604e-07
18,8.0,4.0,1,12.0,1.1735992090172604e-07
18,8.0,10.0,1,18.0,1.1735992090172604e-07
18,8.0,11.0,1,19.0,1.1735992090172604e-07
18,9.0,1.0,1,10.0,1.1735992090172604e-07
18,9.0,3.0,1,12.0,1.1735992090172604e-07
18,9.0,4.0,1,13.0,1.1735992090172604e-07
18,17.0,11.0,1,28.0,1.1735992090172604e-07
20,1.0,1.0,976,2.0,0.0001159063952704233
20,0.0,1.0,335,1.0,3.9783445097942426e-05
20,2.0,2.0,197,4.0,2.339504084864077e-05
20,3.0,3.0,98,6.0,1.16381421480548e-05
20,1.0,2.0,96,3.0,1.1400629042992456e-05
20,2.0,3.0,64,5.0,7.60041936199497e-06
20,3.0,4.0,63,7.0,7.481662809463799e-06
20,4.0,4.0,55,8.0,6.531610389214428e-06
20,4.0,5.0,48,9.0,5.700314521496228e-06
20,3.0,2.0,48,5.0,5.700314521496228e-06
20,5.0,4.0,46,9.0,5.462801416433884e-06
20,1.0,0.0,45,1.0,5.3440448639027124e-06
20,4.0,3.0,40,7.0,4.750262101246856e-06
20,2.0,1.0,38,3.0,4.512748996184513e-06
20,5.0,5.0,37,10.0,4.3939924436533415e-06
20,5.0,6.0,33,11.0,3.918966233528656e-06
20,2.0,4.0,31,6.0,3.6814531284663137e-06
20,3.0,5.0,31,8.0,3.6814531284663137e-06
20,1.0,3.0,28,4.0,3.3251834708727996e-06
20,4.0,6.0,27,10.0,3.2064269183416282e-06
20,4.0,2.0,23,6.0,2.731400708216942e-06
20,7.0,7.0,22,14.0,2.6126441556857705e-06
20,6.0,4.0,21,10.0,2.4938876031545996e-06
20,5.0,7.0,20,12.0,2.375131050623428e-06
20,2.0,0.0,20,2.0,2.375131050623428e-06
20,6.0,6.0,20,12.0,2.375131050623428e-06
20,6.0,7.0,19,13.0,2.2563744980922564e-06
20,3.0,6.0,17,9.0,2.0188613930299137e-06
20,5.0,3.0,17,8.0,2.0188613930299137e-06
20,3.0,1.0,17,4.0,2.0188613930299137e-06
20,2.0,5.0,16,7.0,1.9001048404987425e-06
20,1.5,1.5,16,3.0,1.9001048404987425e-06
20,6.0,5.0,16,11.0,1.9001048404987425e-06
20,7.0,6.0,15,13.0,1.7813482879675712e-06
20,8.0,5.0,15,13.0,1.7813482879675712e-06
20,4.0,7.0,15,11.0,1.7813482879675712e-06
20,6.0,8.0,13,14.0,1.5438351829052284e-06
20,2.5,2.5,12,5.0,1.425078630374057e-06
20,7.0,5.0,12,12.0,1.425078630374057e-06
20,1.0,5.0,12,6.0,1.425078630374057e-06
20,1.0,4.0,11,5.0,1.3063220778428853e-06
20,3.0,0.0,10,3.0,1.187565525311714e-06
20,6.0,2.0,10,8.0,1.187565525311714e-06
20,3.0,8.0,10,11.0,1.187565525311714e-06
20,8.0,6.0,10,14.0,1.187565525311714e-06
20,7.0,9.0,9,16.0,1.0688089727805425e-06
20,4.0,8.0,9,12.0,1.0688089727805425e-06
20,3.0,7.0,9,10.0,1.0688089727805425e-06
20,8.0,7.0,9,15.0,1.0688089727805425e-06
20,0.0,2.0,8,2.0,9.500524202493713e-07
20,4.0,0.0,8,4.0,9.500524202493713e-07
20,5.0,8.0,8,13.0,9.500524202493713e-07
20,6.0,3.0,8,9.0,9.500524202493713e-07
20,0.0,3.0,7,3.0,8.312958677181999e-07
20,8.0,8.0,7,16.0,8.312958677181999e-07
20,5.0,2.0,7,7.0,8.312958677181999e-07
20,5.0,9.0,7,14.0,8.312958677181999e-07
20,6.0,9.0,6,15.0,7.125393151870285e-07
20,-1.0,2.0,6,1.0,7.125393151870285e-07
20,6.0,10.0,6,16.0,7.125393151870285e-07
20,3.5,3.5,6,7.0,7.125393151870285e-07
20,2.0,6.0,6,8.0,7.125393151870285e-07
20,9.0,9.0,6,18.0,7.125393151870285e-07
20,7.0,8.0,5,15.0,5.93782762655857e-07
20,-1.0,3.0,5,2.0,5.93782762655857e-07
20,8.0,9.0,5,17.0,5.93782762655857e-07
20,9.0,6.0,5,15.0,5.93782762655857e-07
20,5.0,10.0,5,15.0,5.93782762655857e-07
20,0.0,5.0,4,5.0,4.7502621012468563e-07
20,9.0,8.0,4,17.0,4.7502621012468563e-07
20,9.0,5.0,4,14.0,4.7502621012468563e-07
20,0.0,4.0,4,4.0,4.7502621012468563e-07
20,9.0,10.0,4,19.0,4.7502621012468563e-07
20,0.5,0.5,4,1.0,4.7502621012468563e-07
20,1.0,6.0,4,7.0,4.7502621012468563e-07
20,10.0,11.0,4,21.0,4.7502621012468563e-07
20,11.0,8.0,3,19.0,3.5626965759351427e-07
20,10.0,6.0,3,16.0,3.5626965759351427e-07
20,7.0,3.0,3,10.0,3.5626965759351427e-07
20,8.0,2.0,3,10.0,3.5626965759351427e-07
20,7.0,4.0,3,11.0,3.5626965759351427e-07
20,6.0,11.0,3,17.0,3.5626965759351427e-07
20,8.0,11.0,3,19.0,3.5626965759351427e-07
20,-1.0,1.0,3,0.0,3.5626965759351427e-07
20,5.0,0.0,3,5.0,3.5626965759351427e-07
20,12.0,10.0,3,22.0,3.5626965759351427e-07
20,1.0,7.0,3,8.0,3.5626965759351427e-07
20,2.0,7.0,3,9.0,3.5626965759351427e-07
20,11.0,11.0,2,22.0,2.3751310506234282e-07
20,7.0,13.0,2,20.0,2.3751310506234282e-07
20,-1.0,4.0,2,3.0,2.3751310506234282e-07
20,9.0,7.0,2,16.0,2.3751310506234282e-07
20,10.0,8.0,2,18.0,2.3751310506234282e-07
20,10.0,10.0,2,20.0,2.3751310506234282e-07
20,3.0,9.0,2,12.0,2.3751310506234282e-07
20,4.0,1.0,2,5.0,2.3751310506234282e-07
20,7.0,0.0,2,7.0,2.3751310506234282e-07
20,10.0,13.0,2,23.0,2.3751310506234282e-07
20,7.0,12.0,2,19.0,2.3751310506234282e-07
20,7.0,11.0,2,18.0,2.3751310506234282e-07
20,7.0,10.0,2,17.0,2.3751310506234282e-07
20,6.0,0.0,2,6.0,2.3751310506234282e-07
20,4.0,10.0,2,14.0,2.3751310506234282e-07
20,4.0,11.0,2,15.0,2.3751310506234282e-07
20,11.0,7.0,1,18.0,1.1875655253117141e-07
20,10.0,7.0,1,17.0,1.1875655253117141e-07
20,11.0,12.0,1,23.0,1.1875655253117141e-07
20,14.0,16.0,1,30.0,1.1875655253117141e-07
20,14.0,11.0,1,25.0,1.1875655253117141e-07
20,13.0,22.0,1,35.0,1.1875655253117141e-07
20,13.0,12.0,1,25.0,1.1875655253117141e-07
20,13.0,9.0,1,22.0,1.1875655253117141e-07
20,11.0,13.0,1,24.0,1.1875655253117141e-07
20,10.0,5.0,1,15.0,1.1875655253117141e-07
20,12.0,13.0,1,25.0,1.1875655253117141e-07
20,13.0,6.0,1,19.0,1.1875655253117141e-07
20,12.0,14.0,1,26.0,1.1875655253117141e-07
20,10.0,15.0,1,25.0,1.1875655253117141e-07
20,11.0,16.0,1,27.0,1.1875655253117141e-07
20,5.5,5.5,1,11.0,1.1875655253117141e-07
20,9.0,12.0,1,21.0,1.1875655253117141e-07
20,9.0,4.0,1,13.0,1.1875655253117141e-07
20,-1.0,6.0,1,5.0,1.1875655253117141e-07
20,-1.0,7.0,1,6.0,1.1875655253117141e-07
20,-1.0,10.0,1,9.0,1.1875655253117141e-07
20,0.0,6.0,1,6.0,1.1875655253117141e-07
20,0.0,7.0,1,7.0,1.1875655253117141e-07
20,2.0,10.0,1,12.0,1.1875655253117141e-07
20,3.0,12.0,1,15.0,1.1875655253117141e-07
20,4.0,9.0,1,13.0,1.1875655253117141e-07
20,4.0,12.0,1,16.0,1.1875655253117141e-07
20,4.5,4.5,1,9.0,1.1875655253117141e-07
20,5.0,11.0,1,16.0,1.1875655253117141e-07
20,6.0,1.0,1,7.0,1.1875655253117141e-07
20,6.0,12.0,1,18.0,1.1875655253117141e-07
20,7.0,2.0,1,9.0,1.1875655253117141e-07
20,8.0,0.0,1,8.0,1.1875655253117141e-07
20,8.0,3.0,1,11.0,1.1875655253117141e-07
20,8.0,4.0,1,12.0,1.1875655253117141e-07
20,8.0,10.0,1,18.0,1.1875655253117141e-07
20,8.0,13.0,1,21.0,1.1875655253117141e-07
20,9.0,2.0,1,11.0,1.1875655253117141e-07
20,9.0,3.0,1,12.0,1.1875655253117141e-07
20,16.0,18.0,1,34.0,1.1875655253117141e-07
