channel_width,channel_length,interval,end,n_simulations,n_pulses,n_fronts_received
6,1000,150,180,30,500,14534
6,1000,150,190,30,500,14497
6,1000,150,200,30,500,14455
6,1000,150,210,30,500,14436
6,1000,150,220,30,500,14388
6,1000,150,230,30,500,14366
6,1000,150,240,30,500,14337
6,1000,150,250,30,500,14279
6,1000,150,260,30,500,14248
6,1000,150,270,30,500,14199
6,1000,150,280,30,500,14170
6,1000,150,290,30,500,14117
6,1000,150,300,30,500,14078
6,1000,150,310,30,500,14055
6,1000,150,320,30,500,14003
6,1000,150,330,30,500,13968
6,1000,150,340,30,500,13937
6,1000,150,350,30,500,13898
6,1000,150,360,30,500,13839
6,1000,150,370,30,500,13801
6,1000,150,380,30,500,13764
6,1000,150,390,30,500,13745
6,1000,150,400,30,500,13682
6,1000,150,410,30,500,13630
6,1000,150,420,30,500,13597
6,1000,150,430,30,500,13558
6,1000,150,440,30,500,13533
6,1000,150,450,30,500,13466
6,1000,150,460,30,500,13431
6,1000,150,470,30,500,13391
6,1000,150,480,30,500,13363
6,1000,150,490,30,500,13319
6,1000,150,500,30,500,13276
6,1000,150,510,30,500,13220
6,1000,150,520,30,500,13171
6,1000,150,530,30,500,13154
6,1000,150,540,30,500,13118
6,1000,150,550,30,500,13081
6,1000,150,560,30,500,13040
6,1000,150,570,30,500,13004
6,1000,150,580,30,500,12959
6,1000,150,590,30,500,12921
6,1000,150,600,30,500,12875
6,1000,150,610,30,500,12832
6,1000,150,620,30,500,12800
6,1000,150,630,30,500,12792
6,1000,150,640,30,500,12737
6,1000,150,650,30,500,12700
6,1000,150,660,30,500,12658
6,1000,150,670,30,500,12624
6,1000,150,680,30,500,12597
6,1000,150,690,30,500,12526
6,1000,150,700,30,500,12490
6,1000,150,710,30,500,12472
6,1000,150,720,30,500,12427
6,1000,150,730,30,500,12362
6,1000,150,740,30,500,12330
6,1000,150,750,30,500,12287
6,1000,150,760,30,500,12251
6,1000,150,770,30,500,12224
6,1000,150,780,30,500,12181
6,1000,150,790,30,500,12146
6,1000,150,800,30,500,12120
6,1000,150,810,30,500,12076
6,1000,150,820,30,500,12065
6,1000,150,830,30,500,12037
6,1000,150,840,30,500,11998
6,1000,150,850,30,500,11973
6,1000,150,860,30,500,11928
6,1000,150,870,30,500,11914
6,1000,150,880,30,500,11871
6,1000,150,890,30,500,11849
6,1000,150,900,30,500,11820
6,1000,150,910,30,500,11796
6,1000,150,920,30,500,11776
6,1000,150,930,30,500,11739
6,1000,150,940,30,500,11720
6,1000,150,950,30,500,11688
6,1000,150,960,30,500,11655
6,1000,150,970,30,500,11643
6,1000,150,980,30,500,11591
6,1000,150,990,30,500,11565
6,1000,150,1000,30,500,11501
6,1000,160,2,30,500,15060
6,1000,160,10,30,500,15081
6,1000,160,20,30,500,15071
6,1000,160,30,30,500,15053
6,1000,160,40,30,500,15037
6,1000,160,50,30,500,15020
6,1000,160,60,30,500,15010
6,1000,160,70,30,500,14977
6,1000,160,80,30,500,14958
6,1000,160,90,30,500,14929
6,1000,160,100,30,500,14903
6,1000,160,110,30,500,14874
6,1000,160,120,30,500,14852
6,1000,160,130,30,500,14828
6,1000,160,140,30,500,14804
6,1000,160,150,30,500,14772
6,1000,160,160,30,500,14748
6,1000,160,170,30,500,14728
6,1000,160,180,30,500,14689
6,1000,160,190,30,500,14669
6,1000,160,200,30,500,14654
6,1000,160,210,30,500,14623
6,1000,160,220,30,500,14578
6,1000,160,230,30,500,14566
6,1000,160,240,30,500,14528
6,1000,160,250,30,500,14508
6,1000,160,260,30,500,14492
6,1000,160,270,30,500,14464
6,1000,160,280,30,500,14421
6,1000,160,290,30,500,14396
6,1000,160,300,30,500,14361
6,1000,160,310,30,500,14320
6,1000,160,320,30,500,14304
6,1000,160,330,30,500,14269
6,1000,160,340,30,500,14229
6,1000,160,350,30,500,14206
6,1000,160,360,30,500,14173
6,1000,160,370,30,500,14138
6,1000,160,380,30,500,14128
6,1000,160,390,30,500,14073
6,1000,160,400,30,500,14051
6,1000,160,410,30,500,14016
6,1000,160,420,30,500,13997
6,1000,160,430,30,500,13964
6,1000,160,440,30,500,13932
6,1000,160,450,30,500,13917
6,1000,160,460,30,500,13878
6,1000,160,470,30,500,13864
6,1000,160,480,30,500,13799
6,1000,160,490,30,500,13774
6,1000,160,500,30,500,13741
6,1000,160,510,30,500,13742
6,1000,160,520,30,500,13694
6,1000,160,530,30,500,13687
6,1000,160,540,30,500,13656
6,1000,160,550,30,500,13592
6,1000,160,560,30,500,13581
6,1000,160,570,30,500,13555
6,1000,160,580,30,500,13537
6,1000,160,590,30,500,13490
6,1000,160,600,30,500,13474
6,1000,160,610,30,500,13437
6,1000,160,620,30,500,13419
6,1000,160,630,30,500,13350
6,1000,160,640,30,500,13332
6,1000,160,650,30,500,13289
6,1000,160,660,30,500,13258
6,1000,160,670,30,500,13238
6,1000,160,680,30,500,13223
6,1000,160,690,30,500,13180
6,1000,160,700,30,500,13153
6,1000,160,710,30,500,13129
6,1000,160,720,30,500,13073
6,1000,160,730,30,500,13051
6,1000,160,740,30,500,13025
6,1000,160,750,30,500,12981
6,1000,160,760,30,500,12952
6,1000,160,770,30,500,12942
6,1000,160,780,30,500,12913
6,1000,160,790,30,500,12880
6,1000,160,800,30,500,12824
6,1000,160,810,30,500,12823
6,1000,160,820,30,500,12794
6,1000,160,830,30,500,12764
6,1000,160,840,30,500,12721
6,1000,160,850,30,500,12695
6,1000,160,860,30,500,12657
6,1000,160,870,30,500,12619
6,1000,160,880,30,500,12607
6,1000,160,890,30,500,12570
6,1000,160,900,30,500,12542
6,1000,160,910,30,500,12512
6,1000,160,920,30,500,12496
6,1000,160,930,30,500,12445
6,1000,160,940,30,500,12425
6,1000,160,950,30,500,12400
6,1000,160,960,30,500,12378
6,1000,160,970,30,500,12353
6,1000,160,980,30,500,12335
6,1000,160,990,30,500,12310
6,1000,160,1000,30,500,12233
6,1000,180,2,30,500,15044
6,1000,180,10,30,500,15079
6,1000,180,20,30,500,15070
6,1000,180,30,30,500,15052
6,1000,180,40,30,500,15027
6,1000,180,50,30,500,15021
6,1000,180,60,30,500,15000
6,1000,180,70,30,500,14984
6,1000,180,80,30,500,14963
6,1000,180,90,30,500,14935
6,1000,180,100,30,500,14928
6,1000,180,110,30,500,14899
6,1000,180,120,30,500,14887
6,1000,180,130,30,500,14866
6,1000,180,140,30,500,14849
6,1000,180,150,30,500,14836
6,1000,180,160,30,500,14823
6,1000,180,170,30,500,14810
6,1000,180,180,30,500,14784
6,1000,180,190,30,500,14764
6,1000,180,200,30,500,14755
6,1000,180,210,30,500,14730
6,1000,180,220,30,500,14712
6,1000,180,230,30,500,14689
6,1000,180,240,30,500,14678
6,1000,180,250,30,500,14647
6,1000,180,260,30,500,14628
6,1000,180,270,30,500,14602
6,1000,180,280,30,500,14574
6,1000,180,290,30,500,14550
6,1000,180,300,30,500,14519
6,1000,180,310,30,500,14503
6,1000,180,320,30,500,14477
6,1000,180,330,30,500,14444
6,1000,180,340,30,500,14425
6,1000,180,350,30,500,14411
6,1000,180,360,30,500,14379
6,1000,180,370,30,500,14361
6,1000,180,380,30,500,14344
6,1000,180,390,30,500,14320
6,1000,180,400,30,500,14293
6,1000,180,410,30,500,14282
6,1000,180,420,30,500,14258
6,1000,180,430,30,500,14242
6,1000,180,440,30,500,14194
6,1000,180,450,30,500,14169
6,1000,180,460,30,500,14148
6,1000,180,470,30,500,14118
6,1000,180,480,30,500,14099
6,1000,180,490,30,500,14078
6,1000,180,500,30,500,14037
6,1000,180,510,30,500,14008
6,1000,180,520,30,500,13980
6,1000,180,530,30,500,13962
6,1000,180,540,30,500,13932
6,1000,180,550,30,500,13907
6,1000,180,560,30,500,13891
6,1000,180,570,30,500,13857
6,1000,180,580,30,500,13843
6,1000,180,590,30,500,13814
6,1000,180,600,30,500,13794
6,1000,180,610,30,500,13758
6,1000,180,620,30,500,13747
6,1000,180,630,30,500,13712
6,1000,180,640,30,500,13680
6,1000,180,650,30,500,13644
6,1000,180,660,30,500,13625
6,1000,180,670,30,500,13610
6,1000,180,680,30,500,13590
6,1000,180,690,30,500,13549
6,1000,180,700,30,500,13542
6,1000,180,710,30,500,13509
6,1000,180,720,30,500,13484
6,1000,180,730,30,500,13447
6,1000,180,740,30,500,13413
6,1000,180,750,30,500,13390
6,1000,180,760,30,500,13370
6,1000,180,770,30,500,13349
6,1000,180,780,30,500,13320
6,1000,180,790,30,500,13316
6,1000,180,800,30,500,13268
6,1000,180,810,30,500,13252
6,1000,180,820,30,500,13228
6,1000,180,830,30,500,13198
6,1000,180,840,30,500,13181
6,1000,180,850,30,500,13170
6,1000,180,860,30,500,13135
6,1000,180,870,30,500,13117
6,1000,180,880,30,500,13092
6,1000,180,890,30,500,13052
6,1000,180,900,30,500,13038
6,1000,180,910,30,500,13019
6,1000,180,920,30,500,12989
6,1000,180,930,30,500,12982
6,1000,180,940,30,500,12973
6,1000,180,950,30,500,12930
6,1000,180,960,30,500,12918
6,1000,180,970,30,500,12874
6,1000,180,980,30,500,12856
6,1000,180,990,30,500,12844
6,1000,180,1000,30,500,12789
6,1000,200,2,30,500,15060
6,1000,200,10,30,500,15077
6,1000,200,20,30,500,15058
6,1000,200,30,30,500,15038
6,1000,200,40,30,500,15027
6,1000,200,50,30,500,15015
6,1000,200,60,30,500,15006
6,1000,200,70,30,500,15008
6,1000,200,80,30,500,14978
6,1000,200,90,30,500,14967
6,1000,200,100,30,500,14948
6,1000,200,110,30,500,14931
6,1000,200,120,30,500,14912
6,1000,200,130,30,500,14907
6,1000,200,140,30,500,14894
6,1000,200,150,30,500,14879
6,1000,200,160,30,500,14841
6,1000,200,170,30,500,14839
6,1000,200,180,30,500,14825
6,1000,200,190,30,500,14816
6,1000,200,200,30,500,14783
6,1000,200,210,30,500,14778
6,1000,200,220,30,500,14764
6,1000,200,230,30,500,14754
6,1000,200,240,30,500,14739
6,1000,200,250,30,500,14711
6,1000,200,260,30,500,14697
6,1000,200,270,30,500,14691
6,1000,200,280,30,500,14676
6,1000,200,290,30,500,14655
6,1000,200,300,30,500,14641
6,1000,200,310,30,500,14626
6,1000,200,320,30,500,14625
6,1000,200,330,30,500,14601
6,1000,200,340,30,500,14582
6,1000,200,350,30,500,14561
6,1000,200,360,30,500,14547
6,1000,200,370,30,500,14531
6,1000,200,380,30,500,14505
6,1000,200,390,30,500,14490
6,1000,200,400,30,500,14469
6,1000,200,410,30,500,14441
6,1000,200,420,30,500,14421
6,1000,200,430,30,500,14417
6,1000,200,440,30,500,14375
6,1000,200,450,30,500,14372
6,1000,200,460,30,500,14353
6,1000,200,470,30,500,14340
6,1000,200,480,30,500,14320
6,1000,200,490,30,500,14293
6,1000,200,500,30,500,14287
6,1000,200,510,30,500,14291
6,1000,200,520,30,500,14245
6,1000,200,530,30,500,14234
6,1000,200,540,30,500,14214
6,1000,200,550,30,500,14201
6,1000,200,560,30,500,14169
6,1000,200,570,30,500,14161
6,1000,200,580,30,500,14122
6,1000,200,590,30,500,14102
6,1000,200,600,30,500,14091
6,1000,200,610,30,500,14062
6,1000,200,620,30,500,14038
6,1000,200,630,30,500,14028
6,1000,200,640,30,500,14006
6,1000,200,650,30,500,14001
6,1000,200,660,30,500,13973
6,1000,200,670,30,500,13961
6,1000,200,680,30,500,13935
6,1000,200,690,30,500,13913
6,1000,200,700,30,500,13905
6,1000,200,710,30,500,13895
6,1000,200,720,30,500,13869
6,1000,200,730,30,500,13844
6,1000,200,740,30,500,13810
6,1000,200,750,30,500,13797
6,1000,200,760,30,500,13771
6,1000,200,770,30,500,13757
6,1000,200,780,30,500,13739
6,1000,200,790,30,500,13721
6,1000,200,800,30,500,13699
6,1000,200,810,30,500,13676
6,1000,200,820,30,500,13673
6,1000,200,830,30,500,13661
6,1000,200,840,30,500,13650
6,1000,200,850,30,500,13621
6,1000,200,860,30,500,13599
6,1000,200,870,30,500,13579
6,1000,200,880,30,500,13559
6,1000,200,890,30,500,13535
6,1000,200,900,30,500,13519
6,1000,200,910,30,500,13495
6,1000,200,920,30,500,13473
6,1000,200,930,30,500,13444
6,1000,200,940,30,500,13427
6,1000,200,950,30,500,13396
6,1000,200,960,30,500,13387
6,1000,200,970,30,500,13366
6,1000,200,980,30,500,13345
6,1000,200,990,30,500,13327
6,1000,200,1000,30,500,13284
6,1000,250,2,30,500,15087
6,1000,250,10,30,500,15101
6,1000,250,20,30,500,15087
6,1000,250,30,30,500,15072
6,1000,250,40,30,500,15047
6,1000,250,50,30,500,15035
6,1000,250,60,30,500,15027
6,1000,250,70,30,500,15007
6,1000,250,80,30,500,15015
6,1000,250,90,30,500,14987
6,1000,250,100,30,500,14961
6,1000,250,110,30,500,14946
6,1000,250,120,30,500,14912
6,1000,250,130,30,500,14903
6,1000,250,140,30,500,14880
6,1000,250,150,30,500,14876
6,1000,250,160,30,500,14859
6,1000,250,170,30,500,14841
6,1000,250,180,30,500,14837
6,1000,250,190,30,500,14814
6,1000,250,200,30,500,14811
6,1000,250,210,30,500,14811
6,1000,250,220,30,500,14785
6,1000,250,230,30,500,14757
6,1000,250,240,30,500,14742
6,1000,250,250,30,500,14730
6,1000,250,260,30,500,14728
6,1000,250,270,30,500,14715
6,1000,250,280,30,500,14702
6,1000,250,290,30,500,14679
6,1000,250,300,30,500,14664
6,1000,250,310,30,500,14635
6,1000,250,320,30,500,14623
6,1000,250,330,30,500,14615
6,1000,250,340,30,500,14600
6,1000,250,350,30,500,14583
6,1000,250,360,30,500,14568
6,1000,250,370,30,500,14550
6,1000,250,380,30,500,14531
6,1000,250,390,30,500,14523
6,1000,250,400,30,500,14508
6,1000,250,410,30,500,14497
6,1000,250,420,30,500,14463
6,1000,250,430,30,500,14463
6,1000,250,440,30,500,14435
6,1000,250,450,30,500,14422
6,1000,250,460,30,500,14404
6,1000,250,470,30,500,14391
6,1000,250,480,30,500,14362
6,1000,250,490,30,500,14356
6,1000,250,500,30,500,14332
6,1000,250,510,30,500,14329
6,1000,250,520,30,500,14318
6,1000,250,530,30,500,14292
6,1000,250,540,30,500,14274
6,1000,250,550,30,500,14258
6,1000,250,560,30,500,14255
6,1000,250,570,30,500,14239
6,1000,250,580,30,500,14219
6,1000,250,590,30,500,14210
6,1000,250,600,30,500,14187
6,1000,250,610,30,500,14164
6,1000,250,620,30,500,14144
6,1000,250,630,30,500,14135
6,1000,250,640,30,500,14109
6,1000,250,650,30,500,14102
6,1000,250,660,30,500,14088
6,1000,250,670,30,500,14078
6,1000,250,680,30,500,14062
6,1000,250,690,30,500,14044
6,1000,250,700,30,500,14026
6,1000,250,710,30,500,14026
6,1000,250,720,30,500,14007
6,1000,250,730,30,500,13981
6,1000,250,740,30,500,13957
6,1000,250,750,30,500,13949
6,1000,250,760,30,500,13931
6,1000,250,770,30,500,13923
6,1000,250,780,30,500,13903
6,1000,250,790,30,500,13895
6,1000,250,800,30,500,13876
6,1000,250,810,30,500,13851
6,1000,250,820,30,500,13835
6,1000,250,830,30,500,13836
6,1000,250,840,30,500,13830
6,1000,250,850,30,500,13796
6,1000,250,860,30,500,13786
6,1000,250,870,30,500,13759
6,1000,250,880,30,500,13741
6,1000,250,890,30,500,13728
6,1000,250,900,30,500,13715
6,1000,250,910,30,500,13695
6,1000,250,920,30,500,13670
6,1000,250,930,30,500,13667
6,1000,250,940,30,500,13658
6,1000,250,950,30,500,13635
6,1000,250,960,30,500,13618
6,1000,250,970,30,500,13620
6,1000,250,980,30,500,13608
6,1000,250,990,30,500,13588
6,1000,250,1000,30,500,13547
6,1000,300,2,30,500,15074
6,1000,300,10,30,500,15099
6,1000,300,20,30,500,15089
6,1000,300,30,30,500,15078
6,1000,300,40,30,500,15076
6,1000,300,50,30,500,15053
6,1000,300,60,30,500,15040
6,1000,300,70,30,500,15031
6,1000,300,80,30,500,15029
6,1000,300,90,30,500,15010
6,1000,300,100,30,500,15002
6,1000,300,110,30,500,14982
6,1000,300,120,30,500,14965
6,1000,300,130,30,500,14957
6,1000,300,140,30,500,14948
6,1000,300,150,30,500,14923
6,1000,300,160,30,500,14916
6,1000,300,170,30,500,14916
6,1000,300,180,30,500,14885
6,1000,300,190,30,500,14882
6,1000,300,200,30,500,14851
6,1000,300,210,30,500,14854
6,1000,300,220,30,500,14841
6,1000,300,230,30,500,14828
6,1000,300,240,30,500,14802
6,1000,300,250,30,500,14785
6,1000,300,260,30,500,14778
6,1000,300,270,30,500,14763
6,1000,300,280,30,500,14751
6,1000,300,290,30,500,14725
6,1000,300,300,30,500,14715
6,1000,300,310,30,500,14701
6,1000,300,320,30,500,14682
6,1000,300,330,30,500,14676
6,1000,300,340,30,500,14655
6,1000,300,350,30,500,14641
6,1000,300,360,30,500,14615
6,1000,300,370,30,500,14600
6,1000,300,380,30,500,14593
6,1000,300,390,30,500,14594
6,1000,300,400,30,500,14586
6,1000,300,410,30,500,14562
6,1000,300,420,30,500,14555
6,1000,300,430,30,500,14533
6,1000,300,440,30,500,14514
6,1000,300,450,30,500,14492
6,1000,300,460,30,500,14482
6,1000,300,470,30,500,14466
6,1000,300,480,30,500,14453
6,1000,300,490,30,500,14429
6,1000,300,500,30,500,14419
6,1000,300,510,30,500,14400
6,1000,300,520,30,500,14370
6,1000,300,530,30,500,14358
6,1000,300,540,30,500,14340
6,1000,300,550,30,500,14317
6,1000,300,560,30,500,14313
6,1000,300,570,30,500,14294
6,1000,300,580,30,500,14288
6,1000,300,590,30,500,14268
6,1000,300,600,30,500,14261
6,1000,300,610,30,500,14236
6,1000,300,620,30,500,14227
6,1000,300,630,30,500,14212
6,1000,300,640,30,500,14188
6,1000,300,650,30,500,14181
6,1000,300,660,30,500,14166
6,1000,300,670,30,500,14149
6,1000,300,680,30,500,14138
6,1000,300,690,30,500,14120
6,1000,300,700,30,500,14100
6,1000,300,710,30,500,14091
6,1000,300,720,30,500,14074
6,1000,300,730,30,500,14057
6,1000,300,740,30,500,14039
6,1000,300,750,30,500,14031
6,1000,300,760,30,500,14014
6,1000,300,770,30,500,13997
6,1000,300,780,30,500,13979
6,1000,300,790,30,500,13955
6,1000,300,800,30,500,13955
6,1000,300,810,30,500,13932
6,1000,300,820,30,500,13916
6,1000,300,830,30,500,13898
6,1000,300,840,30,500,13892
6,1000,300,850,30,500,13877
6,1000,300,860,30,500,13881
6,1000,300,870,30,500,13872
6,1000,300,880,30,500,13855
6,1000,300,890,30,500,13831
6,1000,300,900,30,500,13819
6,1000,300,910,30,500,13816
6,1000,300,920,30,500,13796
6,1000,300,930,30,500,13799
6,1000,300,940,30,500,13778
6,1000,300,950,30,500,13776
6,1000,300,960,30,500,13762
6,1000,300,970,30,500,13743
6,1000,300,980,30,500,13725
6,1000,300,990,30,500,13710
6,1000,300,1000,30,500,13684
